BugId,Total,jaccard,Exam Score,FLASH,Exam Score,Diff,Exam Score Diff,Total,tarantula,Exam Score,FLASH,Exam Score,Diff,Exam Score Diff,Total,ochiai,Exam Score,FLASH,Exam Score,Diff,Exam Score Diff,Total,dstar,Exam Score,FLASH,Exam Score,Diff,Exam Score Diff
math70,30,1,0.0333,1,0.0333,0,0.0000,30,1,0.0333,1,0.0333,0,0.0000,30,1,0.0333,1,0.0333,0,0.0000,30,1,0.0333,1,0.0333,0,0.0000
math71,494,2,0.0040,2,0.0040,0,0.0000,494,2,0.0040,2,0.0040,0,0.0000,494,2,0.0040,2,0.0040,0,0.0000,494,2,0.0040,2,0.0040,0,0.0000
math72,65,65,1.0000,65,1.0000,0,0.0000,65,65,1.0000,65,1.0000,0,0.0000,65,65,1.0000,65,1.0000,0,0.0000,65,65,1.0000,65,1.0000,0,0.0000
math73,92,92,1.0000,92,1.0000,0,0.0000,92,92,1.0000,92,1.0000,0,0.0000,92,92,1.0000,92,1.0000,0,0.0000,92,92,1.0000,92,1.0000,0,0.0000
math74,1099,1099,1.0000,1099,1.0000,0,0.0000,1099,1099,1.0000,1099,1.0000,0,0.0000,1099,1099,1.0000,1099,1.0000,0,0.0000,1099,1099,1.0000,1099,1.0000,0,0.0000
math75,53,1,0.0189,1,0.0189,0,0.0000,53,1,0.0189,1,0.0189,0,0.0000,53,1,0.0189,1,0.0189,0,0.0000,53,1,0.0189,1,0.0189,0,0.0000
math76,550,550,1.0000,550,1.0000,0,0.0000,550,550,1.0000,550,1.0000,0,0.0000,550,550,1.0000,550,1.0000,0,0.0000,550,550,1.0000,550,1.0000,0,0.0000
math77,136,136,1.0000,136,1.0000,0,0.0000,136,136,1.0000,136,1.0000,0,0.0000,136,136,1.0000,136,1.0000,0,0.0000,136,136,1.0000,136,1.0000,0,0.0000
math78,177,177,1.0000,177,1.0000,0,0.0000,177,177,1.0000,177,1.0000,0,0.0000,177,177,1.0000,177,1.0000,0,0.0000,177,177,1.0000,177,1.0000,0,0.0000
math79,40,32,0.8000,34,0.8500,2,0.0500,40,32,0.8000,34,0.8500,2,0.0500,40,32,0.8000,34,0.8500,2,0.0500,40,32,0.8000,34,0.8500,2,0.0500
math80,619,14,0.0226,12,0.0194,-2,-0.0032,619,14,0.0226,12,0.0194,-2,-0.0032,619,14,0.0226,12,0.0194,-2,-0.0032,619,14,0.0226,12,0.0194,-2,-0.0032
math81,458,458,1.0000,458,1.0000,0,0.0000,458,458,1.0000,458,1.0000,0,0.0000,458,458,1.0000,458,1.0000,0,0.0000,458,458,1.0000,458,1.0000,0,0.0000
math82,252,151,0.5992,140,0.5556,-11,-0.0437,252,151,0.5992,140,0.5556,-11,-0.0437,252,151,0.5992,140,0.5556,-11,-0.0437,252,151,0.5992,140,0.5556,-11,-0.0437
math83,274,136,0.4964,142,0.5182,6,0.0219,274,136,0.4964,142,0.5182,6,0.0219,274,136,0.4964,142,0.5182,6,0.0219,274,136,0.4964,142,0.5182,6,0.0219
math84,146,146,1.0000,146,1.0000,0,0.0000,146,146,1.0000,146,1.0000,0,0.0000,146,146,1.0000,146,1.0000,0,0.0000,146,146,1.0000,146,1.0000,0,0.0000
math85,111,78,0.7027,74,0.6667,-4,-0.0360,111,78,0.7027,74,0.6667,-4,-0.0360,111,78,0.7027,74,0.6667,-4,-0.0360,111,78,0.7027,74,0.6667,-4,-0.0360
math86,194,194,1.0000,194,1.0000,0,0.0000,194,194,1.0000,194,1.0000,0,0.0000,194,194,1.0000,194,1.0000,0,0.0000,194,194,1.0000,194,1.0000,0,0.0000
math87,253,253,1.0000,253,1.0000,0,0.0000,253,253,1.0000,253,1.0000,0,0.0000,253,253,1.0000,253,1.0000,0,0.0000,253,253,1.0000,253,1.0000,0,0.0000
math88,267,267,1.0000,267,1.0000,0,0.0000,267,267,1.0000,267,1.0000,0,0.0000,267,267,1.0000,267,1.0000,0,0.0000,267,267,1.0000,267,1.0000,0,0.0000
math89,4,4,1.0000,4,1.0000,0,0.0000,4,4,1.0000,4,1.0000,0,0.0000,4,4,1.0000,4,1.0000,0,0.0000,4,4,1.0000,4,1.0000,0,0.0000
math90,8,8,1.0000,8,1.0000,0,0.0000,8,8,1.0000,8,1.0000,0,0.0000,8,8,1.0000,8,1.0000,0,0.0000,8,8,1.0000,8,1.0000,0,0.0000
math91,39,2,0.0513,3,0.0769,1,0.0256,39,2,0.0513,3,0.0769,1,0.0256,39,2,0.0513,3,0.0769,1,0.0256,39,2,0.0513,3,0.0769,1,0.0256
math92,28,28,1.0000,28,1.0000,0,0.0000,28,28,1.0000,28,1.0000,0,0.0000,28,28,1.0000,28,1.0000,0,0.0000,28,28,1.0000,28,1.0000,0,0.0000
math93,11,11,1.0000,11,1.0000,0,0.0000,11,11,1.0000,11,1.0000,0,0.0000,11,11,1.0000,11,1.0000,0,0.0000,11,11,1.0000,11,1.0000,0,0.0000
math94,21,6,0.2857,12,0.5714,6,0.2857,21,6,0.2857,12,0.5714,6,0.2857,21,6,0.2857,12,0.5714,6,0.2857,21,6,0.2857,12,0.5714,6,0.2857
math95,95,95,1.0000,95,1.0000,0,0.0000,95,95,1.0000,95,1.0000,0,0.0000,95,95,1.0000,95,1.0000,0,0.0000,95,95,1.0000,95,1.0000,0,0.0000
math96,24,5,0.2083,5,0.2083,0,0.0000,24,5,0.2083,5,0.2083,0,0.0000,24,5,0.2083,5,0.2083,0,0.0000,24,5,0.2083,5,0.2083,0,0.0000
math97,48,48,1.0000,48,1.0000,0,0.0000,48,48,1.0000,48,1.0000,0,0.0000,48,48,1.0000,48,1.0000,0,0.0000,48,48,1.0000,48,1.0000,0,0.0000
math98,60,13,0.2167,11,0.1833,-2,-0.0333,60,13,0.2167,11,0.1833,-2,-0.0333,60,13,0.2167,11,0.1833,-2,-0.0333,60,13,0.2167,11,0.1833,-2,-0.0333
math99,31,30,0.9677,30,0.9677,0,0.0000,31,30,0.9677,30,0.9677,0,0.0000,31,31,1.0000,31,1.0000,0,0.0000,31,31,1.0000,31,1.0000,0,0.0000
math100,232,232,1.0000,232,1.0000,0,0.0000,232,232,1.0000,232,1.0000,0,0.0000,232,232,1.0000,232,1.0000,0,0.0000,232,232,1.0000,232,1.0000,0,0.0000
math101,63,12,0.1905,9,0.1429,-3,-0.0476,63,12,0.1905,9,0.1429,-3,-0.0476,63,12,0.1905,9,0.1429,-3,-0.0476,63,12,0.1905,9,0.1429,-3,-0.0476
math102,204,204,1.0000,204,1.0000,0,0.0000,204,204,1.0000,204,1.0000,0,0.0000,204,204,1.0000,204,1.0000,0,0.0000,204,204,1.0000,204,1.0000,0,0.0000
math103,75,75,1.0000,75,1.0000,0,0.0000,75,75,1.0000,75,1.0000,0,0.0000,75,75,1.0000,75,1.0000,0,0.0000,75,75,1.0000,75,1.0000,0,0.0000
math104,61,61,1.0000,61,1.0000,0,0.0000,61,61,1.0000,61,1.0000,0,0.0000,61,61,1.0000,61,1.0000,0,0.0000,61,61,1.0000,61,1.0000,0,0.0000
math105,25,25,1.0000,1,0.0400,0,0.0000,25,25,1.0000,1,0.0400,0,0.0000,25,25,1.0000,1,0.0400,0,0.0000,25,25,1.0000,1,0.0400,0,0.0000
math106,72,72,1.0000,72,1.0000,0,0.0000,72,72,1.0000,72,1.0000,0,0.0000,72,72,1.0000,72,1.0000,0,0.0000,72,72,1.0000,72,1.0000,0,0.0000
mockito1,1172,2,0.0017,2,0.0017,0,0.0000,1172,2,0.0017,3,0.0026,1,0.0009,1172,2,0.0017,2,0.0017,0,0.0000,1172,2,0.0017,2,0.0017,0,0.0000
mockito2,293,293,1.0000,293,1.0000,0,0.0000,293,293,1.0000,293,1.0000,0,0.0000,293,293,1.0000,293,1.0000,0,0.0000,293,293,1.0000,293,1.0000,0,0.0000
mockito3,954,954,1.0000,954,1.0000,0,0.0000,954,954,1.0000,954,1.0000,0,0.0000,954,954,1.0000,954,1.0000,0,0.0000,954,954,1.0000,954,1.0000,0,0.0000
mockito4,707,707,1.0000,707,1.0000,0,0.0000,707,707,1.0000,707,1.0000,0,0.0000,707,707,1.0000,707,1.0000,0,0.0000,707,707,1.0000,707,1.0000,0,0.0000
mockito5,142,142,1.0000,142,1.0000,0,0.0000,142,142,1.0000,142,1.0000,0,0.0000,142,142,1.0000,142,1.0000,0,0.0000,142,142,1.0000,142,1.0000,0,0.0000
mockito6,879,879,1.0000,879,1.0000,0,0.0000,879,879,1.0000,879,1.0000,0,0.0000,879,879,1.0000,879,1.0000,0,0.0000,879,879,1.0000,879,1.0000,0,0.0000
mockito7,646,50,0.0774,46,0.0712,-4,-0.0062,646,50,0.0774,46,0.0712,-4,-0.0062,646,50,0.0774,46,0.0712,-4,-0.0062,646,50,0.0774,46,0.0712,-4,-0.0062
mockito8,60,60,1.0000,60,1.0000,0,0.0000,60,60,1.0000,60,1.0000,0,0.0000,60,60,1.0000,60,1.0000,0,0.0000,60,60,1.0000,60,1.0000,0,0.0000
mockito9,623,623,1.0000,623,1.0000,0,0.0000,623,623,1.0000,623,1.0000,0,0.0000,623,623,1.0000,623,1.0000,0,0.0000,623,623,1.0000,623,1.0000,0,0.0000
mockito10,510,510,1.0000,510,1.0000,0,0.0000,510,510,1.0000,510,1.0000,0,0.0000,510,510,1.0000,510,1.0000,0,0.0000,510,510,1.0000,510,1.0000,0,0.0000
mockito11,239,239,1.0000,239,1.0000,0,0.0000,239,239,1.0000,239,1.0000,0,0.0000,239,239,1.0000,239,1.0000,0,0.0000,239,239,1.0000,239,1.0000,0,0.0000
mockito12,279,279,1.0000,279,1.0000,0,0.0000,279,279,1.0000,279,1.0000,0,0.0000,279,279,1.0000,279,1.0000,0,0.0000,279,279,1.0000,279,1.0000,0,0.0000
mockito13,625,625,1.0000,625,1.0000,0,0.0000,625,625,1.0000,625,1.0000,0,0.0000,625,625,1.0000,625,1.0000,0,0.0000,625,625,1.0000,625,1.0000,0,0.0000
mockito14,626,626,1.0000,626,1.0000,0,0.0000,626,626,1.0000,626,1.0000,0,0.0000,626,626,1.0000,626,1.0000,0,0.0000,626,626,1.0000,626,1.0000,0,0.0000
mockito15,475,475,1.0000,475,1.0000,0,0.0000,475,475,1.0000,475,1.0000,0,0.0000,475,475,1.0000,475,1.0000,0,0.0000,475,475,1.0000,475,1.0000,0,0.0000
mockito16,458,458,1.0000,458,1.0000,0,0.0000,458,458,1.0000,458,1.0000,0,0.0000,458,458,1.0000,458,1.0000,0,0.0000,458,458,1.0000,458,1.0000,0,0.0000
mockito17,213,213,1.0000,213,1.0000,0,0.0000,213,213,1.0000,213,1.0000,0,0.0000,213,213,1.0000,213,1.0000,0,0.0000,213,213,1.0000,213,1.0000,0,0.0000
mockito18,303,9,0.0297,9,0.0297,0,0.0000,303,9,0.0297,9,0.0297,0,0.0000,303,9,0.0297,9,0.0297,0,0.0000,303,9,0.0297,9,0.0297,0,0.0000
mockito19,853,853,1.0000,853,1.0000,0,0.0000,853,853,1.0000,853,1.0000,0,0.0000,853,853,1.0000,853,1.0000,0,0.0000,853,853,1.0000,853,1.0000,0,0.0000
mockito20,937,937,1.0000,937,1.0000,0,0.0000,937,937,1.0000,937,1.0000,0,0.0000,937,937,1.0000,937,1.0000,0,0.0000,937,937,1.0000,937,1.0000,0,0.0000
mockito21,224,224,1.0000,224,1.0000,0,0.0000,224,224,1.0000,224,1.0000,0,0.0000,224,224,1.0000,224,1.0000,0,0.0000,224,224,1.0000,224,1.0000,0,0.0000
mockito22,211,11,0.0521,11,0.0521,0,0.0000,211,11,0.0521,11,0.0521,0,0.0000,211,11,0.0521,11,0.0521,0,0.0000,211,11,0.0521,11,0.0521,0,0.0000
mockito23,679,679,1.0000,679,1.0000,0,0.0000,679,679,1.0000,679,1.0000,0,0.0000,679,679,1.0000,679,1.0000,0,0.0000,679,679,1.0000,679,1.0000,0,0.0000
mockito24,651,1,0.0015,1,0.0015,0,0.0000,651,1,0.0015,1,0.0015,0,0.0000,651,1,0.0015,1,0.0015,0,0.0000,651,1,0.0015,1,0.0015,0,0.0000
mockito25,618,618,1.0000,618,1.0000,0,0.0000,618,618,1.0000,618,1.0000,0,0.0000,618,618,1.0000,618,1.0000,0,0.0000,618,618,1.0000,618,1.0000,0,0.0000
mockito26,761,221,0.2904,199,0.2615,-22,-0.0289,761,221,0.2904,199,0.2615,-22,-0.0289,761,126,0.1656,106,0.1393,-20,-0.0263,761,113,0.1485,91,0.1196,-22,-0.0289
mockito27,597,26,0.0436,19,0.0318,-7,-0.0117,597,26,0.0436,19,0.0318,-7,-0.0117,597,26,0.0436,19,0.0318,-7,-0.0117,597,26,0.0436,19,0.0318,-7,-0.0117
mockito28,559,198,0.3542,195,0.3488,-3,-0.0054,559,198,0.3542,195,0.3488,-3,-0.0054,559,198,0.3542,195,0.3488,-3,-0.0054,559,198,0.3542,195,0.3488,-3,-0.0054
mockito29,638,638,1.0000,638,1.0000,0,0.0000,638,638,1.0000,638,1.0000,0,0.0000,638,638,1.0000,638,1.0000,0,0.0000,638,638,1.0000,638,1.0000,0,0.0000
mockito30,277,277,1.0000,277,1.0000,0,0.0000,277,277,1.0000,277,1.0000,0,0.0000,277,277,1.0000,277,1.0000,0,0.0000,277,277,1.0000,277,1.0000,0,0.0000
mockito31,238,238,1.0000,238,1.0000,0,0.0000,238,238,1.0000,238,1.0000,0,0.0000,238,238,1.0000,238,1.0000,0,0.0000,238,238,1.0000,238,1.0000,0,0.0000
mockito32,688,688,1.0000,688,1.0000,0,0.0000,688,688,1.0000,688,1.0000,0,0.0000,688,688,1.0000,688,1.0000,0,0.0000,688,688,1.0000,688,1.0000,0,0.0000
mockito33,686,686,1.0000,686,1.0000,0,0.0000,686,686,1.0000,686,1.0000,0,0.0000,686,686,1.0000,686,1.0000,0,0.0000,686,686,1.0000,686,1.0000,0,0.0000
mockito34,572,61,0.1066,61,0.1066,0,0.0000,572,61,0.1066,61,0.1066,0,0.0000,572,50,0.0874,50,0.0874,0,0.0000,572,50,0.0874,50,0.0874,0,0.0000
mockito35,433,10,0.0231,10,0.0231,0,0.0000,433,10,0.0231,10,0.0231,0,0.0000,433,33,0.0762,33,0.0762,0,0.0000,433,52,0.1201,53,0.1224,1,0.0023
mockito36,517,517,1.0000,517,1.0000,0,0.0000,517,517,1.0000,517,1.0000,0,0.0000,517,517,1.0000,517,1.0000,0,0.0000,517,517,1.0000,517,1.0000,0,0.0000
mockito37,460,460,1.0000,460,1.0000,0,0.0000,460,460,1.0000,460,1.0000,0,0.0000,460,460,1.0000,460,1.0000,0,0.0000,460,460,1.0000,460,1.0000,0,0.0000
mockito38,581,581,1.0000,581,1.0000,0,0.0000,581,581,1.0000,581,1.0000,0,0.0000,581,581,1.0000,581,1.0000,0,0.0000,581,581,1.0000,581,1.0000,0,0.0000
time1,1002,1002,1.0000,1002,1.0000,0,0.0000,1002,1002,1.0000,1002,1.0000,0,0.0000,1002,1002,1.0000,1002,1.0000,0,0.0000,1002,1002,1.0000,1002,1.0000,0,0.0000
time2,1700,1700,1.0000,1700,1.0000,0,0.0000,1700,1700,1.0000,1700,1.0000,0,0.0000,1700,1700,1.0000,1700,1.0000,0,0.0000,1700,1700,1.0000,1700,1.0000,0,0.0000
time3,1808,1808,1.0000,1808,1.0000,0,0.0000,1808,1808,1.0000,1808,1.0000,0,0.0000,1808,1808,1.0000,1808,1.0000,0,0.0000,1808,1808,1.0000,1808,1.0000,0,0.0000
time4,1706,30,0.0176,29,0.0170,-1,-0.0006,1706,30,0.0176,29,0.0170,-1,-0.0006,1706,30,0.0176,29,0.0170,-1,-0.0006,1706,30,0.0176,29,0.0170,-1,-0.0006
time5,1202,1202,1.0000,1202,1.0000,0,0.0000,1202,1202,1.0000,1202,1.0000,0,0.0000,1202,1202,1.0000,1202,1.0000,0,0.0000,1202,1202,1.0000,1202,1.0000,0,0.0000
time6,1285,1285,1.0000,1285,1.0000,0,0.0000,1285,1285,1.0000,1285,1.0000,0,0.0000,1285,1285,1.0000,1285,1.0000,0,0.0000,1285,1285,1.0000,1285,1.0000,0,0.0000
time7,1969,17,0.0086,20,0.0102,3,0.0015,1969,17,0.0086,20,0.0102,3,0.0015,1969,16,0.0081,19,0.0096,3,0.0015,1969,16,0.0081,19,0.0096,3,0.0015
time8,460,460,1.0000,460,1.0000,0,0.0000,460,460,1.0000,460,1.0000,0,0.0000,460,460,1.0000,460,1.0000,0,0.0000,460,460,1.0000,460,1.0000,0,0.0000
time9,461,32,0.0694,32,0.0694,0,0.0000,461,32,0.0694,32,0.0694,0,0.0000,461,32,0.0694,32,0.0694,0,0.0000,461,32,0.0694,32,0.0694,0,0.0000
time10,1620,1620,1.0000,1620,1.0000,0,0.0000,1620,1620,1.0000,1620,1.0000,0,0.0000,1620,1620,1.0000,1620,1.0000,0,0.0000,1620,1620,1.0000,1620,1.0000,0,0.0000
time11,1259,1259,1.0000,1259,1.0000,0,0.0000,1259,1259,1.0000,1259,1.0000,0,0.0000,1259,1259,1.0000,1259,1.0000,0,0.0000,1259,1259,1.0000,1259,1.0000,0,0.0000
time12,1541,1541,1.0000,1541,1.0000,0,0.0000,1541,1541,1.0000,1541,1.0000,0,0.0000,1541,1541,1.0000,1541,1.0000,0,0.0000,1541,1541,1.0000,1541,1.0000,0,0.0000
time13,1327,133,0.1002,137,0.1032,4,0.0030,1327,133,0.1002,137,0.1032,4,0.0030,1327,133,0.1002,137,0.1032,4,0.0030,1327,133,0.1002,137,0.1032,4,0.0030
time14,2040,2040,1.0000,2040,1.0000,0,0.0000,2040,2040,1.0000,2040,1.0000,0,0.0000,2040,2040,1.0000,2040,1.0000,0,0.0000,2040,2040,1.0000,2040,1.0000,0,0.0000
time15,7,2,0.2857,2,0.2857,0,0.0000,7,2,0.2857,2,0.2857,0,0.0000,7,2,0.2857,2,0.2857,0,0.0000,7,2,0.2857,2,0.2857,0,0.0000
time16,2184,2184,1.0000,2184,1.0000,0,0.0000,2184,2184,1.0000,2184,1.0000,0,0.0000,2184,2184,1.0000,2184,1.0000,0,0.0000,2184,2184,1.0000,2184,1.0000,0,0.0000
time17,1058,1058,1.0000,1058,1.0000,0,0.0000,1058,1058,1.0000,1058,1.0000,0,0.0000,1058,1058,1.0000,1058,1.0000,0,0.0000,1058,1058,1.0000,1058,1.0000,0,0.0000
time18,1093,1093,1.0000,1093,1.0000,0,0.0000,1093,1093,1.0000,1093,1.0000,0,0.0000,1093,1093,1.0000,1093,1.0000,0,0.0000,1093,1093,1.0000,1093,1.0000,0,0.0000
time19,1407,174,0.1237,174,0.1237,0,0.0000,1407,174,0.1237,174,0.1237,0,0.0000,1407,174,0.1237,174,0.1237,0,0.0000,1407,174,0.1237,174,0.1237,0,0.0000
time20,1348,9,0.0067,9,0.0067,0,0.0000,1348,9,0.0067,9,0.0067,0,0.0000,1348,9,0.0067,9,0.0067,0,0.0000,1348,9,0.0067,9,0.0067,0,0.0000
time21,1023,1023,1.0000,1023,1.0000,0,0.0000,1023,1023,1.0000,1023,1.0000,0,0.0000,1023,1023,1.0000,1023,1.0000,0,0.0000,1023,1023,1.0000,1023,1.0000,0,0.0000
time22,1050,17,0.0162,17,0.0162,0,0.0000,1050,17,0.0162,17,0.0162,0,0.0000,1050,17,0.0162,17,0.0162,0,0.0000,1050,17,0.0162,17,0.0162,0,0.0000
time23,260,39,0.1500,46,0.1769,7,0.0269,260,39,0.1500,46,0.1769,7,0.0269,260,39,0.1500,46,0.1769,7,0.0269,260,39,0.1500,46,0.1769,7,0.0269
time24,2038,2038,1.0000,2038,1.0000,0,0.0000,2038,2038,1.0000,2038,1.0000,0,0.0000,2038,2038,1.0000,2038,1.0000,0,0.0000,2038,2038,1.0000,2038,1.0000,0,0.0000
time25,1434,1434,1.0000,1434,1.0000,0,0.0000,1434,1434,1.0000,1434,1.0000,0,0.0000,1434,1434,1.0000,1434,1.0000,0,0.0000,1434,1434,1.0000,1434,1.0000,0,0.0000
time26,2024,2024,1.0000,2024,1.0000,0,0.0000,2024,2024,1.0000,2024,1.0000,0,0.0000,2024,2024,1.0000,2024,1.0000,0,0.0000,2024,2024,1.0000,2024,1.0000,0,0.0000
time27,1380,1380,1.0000,1380,1.0000,0,0.0000,1380,1380,1.0000,1380,1.0000,0,0.0000,1380,1380,1.0000,1380,1.0000,0,0.0000,1380,1380,1.0000,1380,1.0000,0,0.0000